 NT G1 G2 G3 sum
MIR1977 0.0004273550839261141 0.0006981799226441505 0.0008095762061802198 0.00046790405794121075 0.0024030152706916953
LRRN1 0.0005003899741628202 0.0003491547740299545 0.0006575399252240202 0.0008939349883477686 0.0024010196617645636
PAK1 0.0002760096116745077 0.00018090154053949052 0.0008595633405170169 0.001084146456665156 0.002400620949396171
ADAMTSL4 0.000518260411296685 0.00048012831770812405 0.0004729446378766919 0.0009210693924584107 0.0023924027593399113
DDX42 0.00047797297424769306 0.00045777214904501646 0.0006215980886331083 0.000830755814617019 0.002388099026542837
C17orf73 0.0007608529170181427 0.0005119192248483177 0.0007482821623978166 0.00036595793555664374 0.002387012239820921
MGC13005 0.0004068745757080662 0.0004560903287992838 0.0007610841710815092 0.0007629505273376903 0.0023869996029265497
PRR23C 0.0004656271578324972 0.0007117441213832488 0.00026294456698411426 0.0009437618143445998 0.0023840776605444603
MIR627 0.000343361875414277 0.0004290366647466741 0.0004227018604363661 0.0011772184354007312 0.0023723188359980486
ZNF322A 0.00040743948100129674 0.0006372732964963712 0.0007222552584934818 0.00060343727060928 0.00237040530660043
SNORD24 0.0005071815386641773 0.0004987989538746304 0.0006410702075455323 0.0007194596532604333 0.002366510353344773
SOX15 0.00031327101166320556 0.0002809204481129479 0.0010090301249663894 0.0007620509598676505 0.002365272544610193
GCH1 0.0004131976053051296 0.0003532506284362632 0.0005595678196560425 0.001038461282449099 0.0023644773358465344
CDAN1 0.0003568721998161746 0.0007274018140252007 0.0006469873708096835 0.0006296768995255201 0.002360938284176579
ZNF696 0.00047002923994984136 0.0003466305568401499 0.0005123090699892042 0.0010294705116762758 0.0023584393784554713
ZNF167 0.00033257952784936096 0.00036601895585487384 0.0011819788803291798 0.00047537038572474714 0.0023559477497581615
LOC284798 0.0004374929839042278 0.0003184328505540865 0.0008603786218526694 0.0007394995548177196 0.0023558040111287034
C11orf24 0.0004064032324428941 0.00035835962898689386 0.0008524030570080067 0.0007373781856703669 0.0023545441041081614
GPNMB 0.0006234774747208681 0.0004983249187083031 0.000577973582940537 0.0006447478744346763 0.0023445238508043842
FGFR1OP2 0.0007038315183691602 0.00044299433385103844 0.0006488758196987441 0.0005461032100998968 0.0023418048820188398
FAM153C 0.0002773887545253277 0.0002995740965115432 0.0010522100749812517 0.0007105982122530769 0.002339771138271199
CCDC51 0.0005780868538841335 0.0004367664290577937 0.0007950705663027181 0.0005220410419367725 0.002331964891181418
C9orf41 0.00019727086334777618 0.0005283398996721389 0.0007881042990860936 0.0008166979664858021 0.002330413028591811
ABLIM3 0.0003872502182666602 0.0003344469933400568 0.0009004338200001967 0.0007066070406671251 0.002328738072274039
UBTF 0.00043237694511411766 0.0003117270583236486 0.0008124281277874856 0.0007721282980289985 0.0023286604292542504
C17orf99 0.00041305903211095627 0.0004915596851907961 0.000876541613878677 0.0005457810909777366 0.002326941422158166
FLJ40504 0.0005813787533909297 0.00042264860495062797 0.0005046452804190563 0.0008141432644181839 0.0023228159031787976
