 G2 G3 sum
ADO 0.0015886245912045828 0.0015886245912045825 0.003177249182409165
SPOCD1 0.0015869898161261615 0.001586989816126155 0.0031739796322523164
CCT4 0.0015854393427500908 0.0015854393427500886 0.0031708786855001794
GAS2L1 0.001584796314360256 0.0015847963143603531 0.003169592628720609
NUCB2 0.0015827116543902832 0.0015827116543904065 0.00316542330878069
HOXC4 0.0015824305566534888 0.00158243055665346 0.0031648611133069486
DHX58 0.0015816603756287698 0.0015816603756286525 0.0031633207512574224
LPP 0.0015814575097569405 0.0015814575097569054 0.003162915019513846
ATG16L1 0.001574484842696585 0.0015744848426965962 0.003148969685393181
NAPEPLD 0.0015733591049504642 0.0015733591049504239 0.003146718209900888
HCG9 0.0015726281895532142 0.0015726281895531678 0.003145256379106382
PSPH 0.0015712837840783176 0.001571283784078277 0.0031425675681565944
ATXN1 0.0015710706904164423 0.0015710706904164546 0.0031421413808328967
ALPL 0.0015684781458112744 0.0015684781458112531 0.0031369562916225275
SMPD3 0.0015678827398371842 0.0015678827398372748 0.003135765479674459
MTUS1 0.001561770892936258 0.0015617708929362777 0.003123541785872536
DAXX 0.001559402469897913 0.0015594024698979674 0.00311880493979588
GRPEL1 0.001556948058928473 0.001556948058928289 0.0031138961178567622
MYO1B 0.00155189350882715 0.0015518935088270993 0.0031037870176542494
ZNF622 0.001548989441763193 0.001548989441763253 0.003097978883526446
STK40 0.001546984233994414 0.0015469842339943345 0.0030939684679887483
LY6G5C 0.0015426343469586933 0.0015426343469588208 0.003085268693917514
KCNQ1OT1 0.0015422456131534653 0.001542245613153406 0.003084491226306871
SHARPIN 0.0015419958261808698 0.0015419958261809425 0.0030839916523618125
C17orf73 0.001540899493352004 0.00154089949335197 0.003081798986703974
LARP4 0.0015399159080685845 0.0015399159080686144 0.003079831816137199
ZNF438 0.001537692272397103 0.001537692272397123 0.003075384544794226
FAM114A1 0.0015368604015861445 0.0015368604015862611 0.0030737208031724056
ZC3H3 0.0015367465925841342 0.001536746592584088 0.003073493185168222
AKNA 0.00153586545117936 0.0015358654511793443 0.003071730902358704
AKTIP 0.0015358255949272262 0.0015358255949272544 0.0030716511898544806
TECPR1 0.001535624338082943 0.0015356243380830255 0.003071248676165968
ZBTB22 0.0015355797600078258 0.0015355797600078293 0.003071159520015655
XPO1 0.0015334288694968292 0.0015334288694967835 0.003066857738993613
NEURL3 0.0015332919186643993 0.0015332919186644366 0.003066583837328836
C8orf38 0.0015327960076398754 0.0015327960076398739 0.0030655920152797495
C7orf65 0.0015303291807004453 0.0015303291807004474 0.0030606583614008927
MALL 0.0015297437334518243 0.001529743733451833 0.0030594874669036573
ACBD5 0.0015293971605403606 0.0015293971605403868 0.003058794321080747
TBX4 0.0015275935412748108 0.0015275935412749166 0.0030551870825497275
LOC100128640 0.0015270440213912555 0.0015270440213912373 0.0030540880427824928
RILP 0.0015263874816989493 0.0015263874816989224 0.0030527749633978717
