 G2 G3 sum
SLC2A14 0.0012051622133278622 0.00120516221332789 0.002410324426655752
VPS18 0.0012039173359387346 0.0012039173359387925 0.002407834671877527
AKNA 0.0012006531600768807 0.0012006531600768024 0.002401306320153683
SLC27A3 0.001200301961420429 0.0012003019614204675 0.0024006039228408964
LITAF 0.001199236695470376 0.0011992366954703634 0.0023984733909407393
ZNF225 0.0011986628702173496 0.0011986628702173566 0.0023973257404347062
GRAPL 0.0011985522500128829 0.0011985522500129145 0.0023971045000257974
MYO1B 0.001198177307079456 0.0011981773070794898 0.0023963546141589458
TCL6 0.0011979442395704963 0.0011979442395705238 0.00239588847914102
BMPR1A 0.00119779859132354 0.0011977985913234853 0.0023955971826470253
CCND3 0.0011955879147704206 0.0011955879147704236 0.002391175829540844
ABTB2 0.0011954312730584247 0.0011954312730584125 0.002390862546116837
GBAP1 0.0011953952927005367 0.0011953952927005393 0.002390790585401076
HELQ 0.0011945531988638083 0.0011945531988637723 0.0023891063977275807
ACTL6A 0.0011937946122155588 0.0011937946122155397 0.0023875892244310986
LGALS9C 0.0011932564992646558 0.0011932564992646344 0.00238651299852929
